,L,alpha,beta,final_F,final_buffer,final_n_inputs_attempted,final_n_inputs_needed,init_F,init_buffer,init_n_inputs_attempted,init_n_inputs_needed,max_F,mean_F,min_F,n_agents,n_steps,r,std_F,xi
90,1,0.15,0.4,0.856,1,3,2,0.7,1,2,1,0.8809999999999999,0.84368134,0.698,1000,200000,1,0.01999001065043237,0
91,1,0.15,0.4,0.846,1,3,2,0.7,1,2,1,0.931,0.7921376600000001,0.226,1000,200000,2000,0.14586193221579233,1
92,1,0.15,0.4,0.841,1,3,2,0.7,1,2,1,0.875,0.842592365,0.7,1000,200000,1,0.017026299325066937,0
93,1,0.15,0.4,0.863,1,4,3,0.7,1,2,1,0.93,0.787633685,0.235,1000,200000,2000,0.15483325297984532,1
94,1,0.15,0.4,0.853,1,3,2,0.7,1,2,1,0.873,0.8463628000000001,0.7,1000,200000,1,0.014950316590627776,0
95,1,0.15,0.4,0.905,1,4,3,0.7,1,2,1,0.936,0.8076911,0.268,1000,200000,2000,0.13110598304726598,1
96,1,0.15,0.4,0.812,1,3,2,0.7,1,2,1,0.875,0.8437135549999999,0.698,1000,200000,1,0.016283015515007503,0
97,1,0.15,0.4,0.421,1,2,1,0.7,1,2,1,0.928,0.7956838900000001,0.259,1000,200000,2000,0.1556000761711507,1
98,1,0.15,0.4,0.85,1,3,2,0.7,1,2,1,0.879,0.8395444400000001,0.701,1000,200000,1,0.02307343721872404,0
99,1,0.15,0.4,0.89,1,4,3,0.7,1,2,1,0.931,0.7756124150000002,0.236,1000,200000,2000,0.1552993362602293,1
